Bookmark,Frame#,Type,Opcode,Opcode Command,Event,Name,LMP Version,Manufacturer Name,HCI Version,LMP Subversion,Status,Handle,Credits,PBF,Length,Frame Size,Delta,Timestamp,
,913,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 6,First,260,265,=" 00:00:00.004026",="6/19/2014 2:59:17.446323 PM",
,914,Event,,,Number Of Completed Packets,,,,,,,0x000c,Available Host's ACL credits: 8,,5,8,=" 00:00:00.028378",="6/19/2014 2:59:17.474701 PM",
,915,ACL Data,,,,,,,,,,0x000c,,First,26,31,=" 00:00:00.003792",="6/19/2014 2:59:17.478493 PM",
,916,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 7,First,260,265,=" 00:00:00.004140",="6/19/2014 2:59:17.482633 PM",
,917,ACL Data,,,,,,,,,,0x000c,,First,26,31,=" 00:00:00.068570",="6/19/2014 2:59:17.551203 PM",
,918,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 6,First,109,114,=" 00:00:00.004345",="6/19/2014 2:59:17.555548 PM",
,919,Event,,,Number Of Completed Packets,,,,,,,0x000c,Available Host's ACL credits: 8,,5,8,=" 00:00:00.027067",="6/19/2014 2:59:17.582615 PM",
,920,ACL Data,,,,,,,,,,0x000c,,First,24,29,=" 00:00:00.401599",="6/19/2014 2:59:17.984214 PM",
,921,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 7,First,68,73,=" 00:00:00.004590",="6/19/2014 2:59:17.988804 PM",
,922,Event,,,Number Of Completed Packets,,,,,,,0x000c,Available Host's ACL credits: 8,,5,8,=" 00:00:00.218588",="6/19/2014 2:59:18.207392 PM",
,923,Command,0x2008,HCI_LE_Set_Advertising_Data,,,,,,,,,,,32,36,=" 00:00:00.593729",="6/19/2014 2:59:18.801121 PM",
,924,Event,0x2008,HCI_LE_Set_Advertising_Data,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.001009",="6/19/2014 2:59:18.802130 PM",
,925,Command,0x0c1a,Write_Scan_Enable,,,,,,,,,,,1,5,=" 00:00:00.001039",="6/19/2014 2:59:18.803169 PM",
,926,Event,0x0c1a,Write_Scan_Enable,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.001061",="6/19/2014 2:59:18.804230 PM",
,927,Command,0x2008,HCI_LE_Set_Advertising_Data,,,,,,,,,,,32,36,=" 00:00:00.001147",="6/19/2014 2:59:18.805377 PM",
,928,Event,0x2008,HCI_LE_Set_Advertising_Data,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.001082",="6/19/2014 2:59:18.806459 PM",
,929,Command,0x0c1a,Write_Scan_Enable,,,,,,,,,,,1,5,=" 00:00:00.001193",="6/19/2014 2:59:18.807652 PM",
,930,Event,0x0c1a,Write_Scan_Enable,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.001073",="6/19/2014 2:59:18.808725 PM",
,931,Command,0x2008,HCI_LE_Set_Advertising_Data,,,,,,,,,,,32,36,=" 00:00:00.041893",="6/19/2014 2:59:18.850618 PM",
,932,Event,0x2008,HCI_LE_Set_Advertising_Data,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.001004",="6/19/2014 2:59:18.851622 PM",
,933,Command,0x0c3a,Write_Current_IAC_LAP,,,,,,,,,,,4,8,=" 00:00:00.001057",="6/19/2014 2:59:18.852679 PM",
,934,Event,0x0c3a,Write_Current_IAC_LAP,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.001091",="6/19/2014 2:59:18.853770 PM",
,935,Command,0x0c1a,Write_Scan_Enable,,,,,,,,,,,1,5,=" 00:00:00.001385",="6/19/2014 2:59:18.855155 PM",
,936,Event,0x0c1a,Write_Scan_Enable,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.000945",="6/19/2014 2:59:18.856100 PM",
,937,Command,0x0c1a,Write_Scan_Enable,,,,,,,,,,,1,5,=" 00:00:00.001028",="6/19/2014 2:59:18.857128 PM",
,938,Event,0x0c1a,Write_Scan_Enable,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.000934",="6/19/2014 2:59:18.858062 PM",
,939,Command,0x200b,HCI_LE_Set_Scan_Parameters,,,,,,,,,,,7,11,=" 00:00:00.030874",="6/19/2014 2:59:18.888936 PM",
,940,Event,0x200b,HCI_LE_Set_Scan_Parameters,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.001564",="6/19/2014 2:59:18.890500 PM",
,941,Command,0x200c,HCI_LE_Set_Scan_Enable,,,,,,,,,,,2,6,=" 00:00:00.001906",="6/19/2014 2:59:18.892406 PM",
,942,Event,0x200c,HCI_LE_Set_Scan_Enable,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.001613",="6/19/2014 2:59:18.894019 PM",
,943,Command,0x0c05,Set_Event_Filter,,,,,,,,,,,2,6,=" 00:00:00.001737",="6/19/2014 2:59:18.895756 PM",
,944,Event,0x0c05,Set_Event_Filter,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.001599",="6/19/2014 2:59:18.897355 PM",
,945,Command,0x0401,Inquiry,,,,,,,,,,,5,9,=" 00:00:00.001827",="6/19/2014 2:59:18.899182 PM",
,946,Event,0x0401,Inquiry,Command Status,,,,,,Success,,,,4,7,=" 00:00:00.001972",="6/19/2014 2:59:18.901154 PM",
,947,Event,,,LE Advertising Report,,,,,,,,,,21,24,=" 00:00:00.344164",="6/19/2014 2:59:19.245318 PM",
,948,Event,,,LE Advertising Report,,,,,,,,,,41,44,=" 00:00:00.000968",="6/19/2014 2:59:19.246286 PM",
,949,Event,,,LE Advertising Report,,,,,,,,,,36,39,=" 00:00:00.340425",="6/19/2014 2:59:19.586711 PM",
,950,Event,,,LE Advertising Report,,,,,,,,,,12,15,=" 00:00:00.003443",="6/19/2014 2:59:19.590154 PM",
,951,Event,,,LE Advertising Report,,,,,,,,,,21,24,=" 00:00:00.008810",="6/19/2014 2:59:19.598964 PM",
,952,Event,,,LE Advertising Report,,,,,,,,,,41,44,=" 00:00:00.003578",="6/19/2014 2:59:19.602542 PM",
,953,Event,,,Extended Inquiry Result,BOYIL,,,,,,,,,255,258,=" 00:00:00.275012",="6/19/2014 2:59:19.877554 PM",
,954,Event,,,LE Advertising Report,,,,,,,,,,21,24,=" 00:00:00.070245",="6/19/2014 2:59:19.947799 PM",
,955,Event,,,LE Advertising Report,,,,,,,,,,41,44,=" 00:00:00.000937",="6/19/2014 2:59:19.948736 PM",
,956,Event,,,LE Advertising Report,,,,,,,,,,36,39,=" 00:00:00.008026",="6/19/2014 2:59:19.956762 PM",
,957,Event,,,LE Advertising Report,,,,,,,,,,12,15,=" 00:00:00.003348",="6/19/2014 2:59:19.960110 PM",
,958,Event,,,Inquiry Result with RSSI,,,,,,,,,,15,18,=" 00:00:00.232661",="6/19/2014 2:59:20.192771 PM",
,959,ACL Data,,,,,,,,,,0x000c,,First,12,17,=" 00:00:00.213893",="6/19/2014 2:59:20.406664 PM",
,960,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 7,First,12,17,=" 00:00:00.011205",="6/19/2014 2:59:20.417869 PM",
,961,Command,0x0402,Inquiry_Cancel,,,,,,,,,,,0,4,=" 00:00:00.018536",="6/19/2014 2:59:20.436405 PM",
,962,Event,0x0402,Inquiry_Cancel,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.003004",="6/19/2014 2:59:20.439409 PM",
,963,Command,0x200c,HCI_LE_Set_Scan_Enable,,,,,,,,,,,2,6,=" 00:00:00.003490",="6/19/2014 2:59:20.442899 PM",
,964,Event,0x200c,HCI_LE_Set_Scan_Enable,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.005534",="6/19/2014 2:59:20.448433 PM",
,965,Command,0x200b,HCI_LE_Set_Scan_Parameters,,,,,,,,,,,7,11,=" 00:00:00.003489",="6/19/2014 2:59:20.451922 PM",
,966,Event,0x200b,HCI_LE_Set_Scan_Parameters,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.003484",="6/19/2014 2:59:20.455406 PM",
,967,Command,0x080b,Switch_Role,,,,,,,,,,,7,11,=" 00:00:00.004825",="6/19/2014 2:59:20.460231 PM",
,968,Event,0x080b,Switch_Role,Command Status,,,,,,Success,,,,4,7,=" 00:00:00.002374",="6/19/2014 2:59:20.462605 PM",
,969,Event,,,Number Of Completed Packets,,,,,,,0x000c,Available Host's ACL credits: 8,,5,8,=" 00:00:00.116477",="6/19/2014 2:59:20.579082 PM",
,970,Event,,,Max Slots Change,,,,,,,0x000c,,,3,6,=" 00:00:00.058733",="6/19/2014 2:59:20.637815 PM",
,971,Event,,,Encryption Key Refresh Complete,,,,,,Success,0x000c,,,3,6,=" 00:00:00.011824",="6/19/2014 2:59:20.649639 PM",
,972,Event,,,Role Change,,,,,,Success,,,,8,11,=" 00:00:00.000833",="6/19/2014 2:59:20.650472 PM",
,973,Command,0x0405,Create_Connection,,,,,,,,,,,13,17,=" 00:00:00.001116",="6/19/2014 2:59:20.651588 PM",
,974,Event,0x0405,Create_Connection,Command Status,,,,,,Success,,,,4,7,=" 00:00:00.000802",="6/19/2014 2:59:20.652390 PM",
,975,Command,0x0c37,Write_Link_Supervision_Timeout,,,,,,,,0x000c,,,4,8,=" 00:00:00.000878",="6/19/2014 2:59:20.653268 PM",
,976,Event,0x0c37,Write_Link_Supervision_Timeout,Command Complete,,,,,,Success,0x000c,,,6,9,=" 00:00:00.003057",="6/19/2014 2:59:20.656325 PM",
,977,Event,,,Connection Complete,,,,,,Success,0x000d,,,11,14,=" 00:00:00.860985",="6/19/2014 2:59:21.517310 PM",
,978,Command,0x041f,Read_Clock_Offset,,,,,,,,0x000d,,,2,6,=" 00:00:00.004946",="6/19/2014 2:59:21.522256 PM",
,979,Event,,,Max Slots Change,,,,,,,0x000d,,,3,6,=" 00:00:00.003800",="6/19/2014 2:59:21.526056 PM",
,980,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 7,First,10,15,=" 00:00:00.004308",="6/19/2014 2:59:21.530364 PM",
,981,Event,0x041f,Read_Clock_Offset,Command Status,,,,,,Success,,,,4,7,=" 00:00:00.003239",="6/19/2014 2:59:21.533603 PM",
,982,Event,,,Read Clock Offset Complete,,,,,,Success,0x000d,,,5,8,=" 00:00:00.001902",="6/19/2014 2:59:21.535505 PM",
,983,ACL Data,,,,,,,,,,0x000d,,First,16,21,=" 00:00:00.001853",="6/19/2014 2:59:21.537358 PM",
,984,Command,0x041d,Read_Remote_Version_Information,,,,,,,,0x000d,,,2,6,=" 00:00:00.001770",="6/19/2014 2:59:21.539128 PM",
,985,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 6,First,10,15,=" 00:00:00.001892",="6/19/2014 2:59:21.541020 PM",
,986,Event,0x041d,Read_Remote_Version_Information,Command Status,,,,,,Success,,,,4,7,=" 00:00:00.001974",="6/19/2014 2:59:21.542994 PM",
,987,Event,,,Read Remote Version Information Complete,,Bluetooth Core Specification 3.0 (+HS?),Broadcom Corporation,,0x2211,Success,0x000d,,,8,11,=" 00:00:00.002075",="6/19/2014 2:59:21.545069 PM",
,988,Event,,,Number Of Completed Packets,,,,,,,0x000d,Available Host's ACL credits: 8,,5,8,=" 00:00:00.002008",="6/19/2014 2:59:21.547077 PM",
,989,ACL Data,,,,,,,,,,0x000d,,First,20,25,=" 00:00:00.001931",="6/19/2014 2:59:21.549008 PM",
,990,Command,0x041b,Read_Remote_Supported_Features,,,,,,,,0x000d,,,2,6,=" 00:00:00.002143",="6/19/2014 2:59:21.551151 PM",
,991,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 7,First,12,17,=" 00:00:00.001985",="6/19/2014 2:59:21.553136 PM",
,992,Event,0x041b,Read_Remote_Supported_Features,Command Status,,,,,,Success,,,,4,7,=" 00:00:00.001796",="6/19/2014 2:59:21.554932 PM",
,993,Event,,,Read Remote Supported Features Complete,,,,,,Success,0x000d,,,11,14,=" 00:00:00.001878",="6/19/2014 2:59:21.556810 PM",
,994,ACL Data,,,,,,,,,,0x000d,,First,16,21,=" 00:00:00.002013",="6/19/2014 2:59:21.558823 PM",
,995,ACL Data,,,,,,,,,,0x000d,,First,16,21,=" 00:00:00.001962",="6/19/2014 2:59:21.560785 PM",
,996,Command,0x0419,Remote_Name_Request,,,,,,,,,,,10,14,=" 00:00:00.002105",="6/19/2014 2:59:21.562890 PM",
,997,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 6,First,16,21,=" 00:00:00.001864",="6/19/2014 2:59:21.564754 PM",
,998,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 5,First,14,19,=" 00:00:00.001863",="6/19/2014 2:59:21.566617 PM",
,999,Event,0x0419,Remote_Name_Request,Command Status,,,,,,Success,,,,4,7,=" 00:00:00.002038",="6/19/2014 2:59:21.568655 PM",
,1000,Event,,,Number Of Completed Packets,,,,,,,0x000d,Available Host's ACL credits: 7,,5,8,=" 00:00:00.001869",="6/19/2014 2:59:21.570524 PM",
,1001,Command,0x080d,Write_Link_Policy_Settings,,,,,,,,0x000d,,,4,8,=" 00:00:00.002722",="6/19/2014 2:59:21.573246 PM",
,1002,Event,0x080d,Write_Link_Policy_Settings,Command Complete,,,,,,Success,0x000d,,,6,9,=" 00:00:00.001994",="6/19/2014 2:59:21.575240 PM",
,1003,Event,,,Remote Name Request Complete,Bluetooth Mouse ,,,,,Success,,,,255,258,=" 00:00:00.001816",="6/19/2014 2:59:21.577056 PM",
,1004,ACL Data,,,,,,,,,,0x000d,,First,18,23,=" 00:00:00.002072",="6/19/2014 2:59:21.579128 PM",
,1005,Command,0x0c37,Write_Link_Supervision_Timeout,,,,,,,,0x000d,,,4,8,=" 00:00:00.002010",="6/19/2014 2:59:21.581138 PM",
,1006,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 6,First,17,22,=" 00:00:00.001988",="6/19/2014 2:59:21.583126 PM",
,1007,Event,0x0c37,Write_Link_Supervision_Timeout,Command Complete,,,,,,Success,0x000d,,,6,9,=" 00:00:00.005064",="6/19/2014 2:59:21.588190 PM",
,1008,Event,,,Number Of Completed Packets,,,,,,,0x000d,Available Host's ACL credits: 8,,5,8,=" 00:00:00.002034",="6/19/2014 2:59:21.590224 PM",
,1009,ACL Data,,,,,,,,,,0x000d,,First,18,23,=" 00:00:00.002301",="6/19/2014 2:59:21.592525 PM",
,1010,Command,0x041c,Read_Remote_Extended_Features,,,,,,,,,,,3,7,=" 00:00:00.002969",="6/19/2014 2:59:21.595494 PM",
,1011,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 7,First,23,28,=" 00:00:00.002665",="6/19/2014 2:59:21.598159 PM",
,1012,Event,0x041c,Read_Remote_Extended_Features,Command Status,,,,,,Success,,,,4,7,=" 00:00:00.002351",="6/19/2014 2:59:21.600510 PM",
,1013,Event,,,Read_Remote_Extended_Features_Complete,,,,,,,,,,13,16,=" 00:00:00.002445",="6/19/2014 2:59:21.602955 PM",
,1014,Command,0x040f,Change_Connection_Packet_Type,,,,,,,,0x000d,,,4,8,=" 00:00:00.003259",="6/19/2014 2:59:21.606214 PM",
,1015,Event,0x040f,Change_Connection_Packet_Type,Command Status,,,,,,Success,,,,4,7,=" 00:00:00.004700",="6/19/2014 2:59:21.610914 PM",
,1016,Event,,,Connection Packet Type Changed,,,,,,Success,0x000d,,,5,8,=" 00:00:00.007407",="6/19/2014 2:59:21.618321 PM",
,1017,Command,0x080d,Write_Link_Policy_Settings,,,,,,,,0x000d,,,4,8,=" 00:00:00.004595",="6/19/2014 2:59:21.622916 PM",
,1018,Event,0x080d,Write_Link_Policy_Settings,Command Complete,,,,,,Success,0x000d,,,6,9,=" 00:00:00.001701",="6/19/2014 2:59:21.624617 PM",
,1019,ACL Data,,,,,,,,,,0x000d,,First,52,57,=" 00:00:00.002353",="6/19/2014 2:59:21.626970 PM",
,1020,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 6,First,25,30,=" 00:00:00.001617",="6/19/2014 2:59:21.628587 PM",
,1021,Event,,,Number Of Completed Packets,,,,,,,0x000d,Available Host's ACL credits: 8,,5,8,=" 00:00:00.002896",="6/19/2014 2:59:21.631483 PM",
,1022,ACL Data,,,,,,,,,,0x000d,,First,52,57,=" 00:00:00.002933",="6/19/2014 2:59:21.634416 PM",
,1023,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 7,First,25,30,=" 00:00:00.001114",="6/19/2014 2:59:21.635530 PM",
,1024,ACL Data,,,,,,,,,,0x000d,,First,52,57,=" 00:00:00.007697",="6/19/2014 2:59:21.643227 PM",
,1025,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 6,First,25,30,=" 00:00:00.001124",="6/19/2014 2:59:21.644351 PM",
,1026,Event,,,Number Of Completed Packets,,,,,,,0x000d,Available Host's ACL credits: 8,,5,8,=" 00:00:00.003138",="6/19/2014 2:59:21.647489 PM",
,1027,ACL Data,,,,,,,,,,0x000d,,First,52,57,=" 00:00:00.003113",="6/19/2014 2:59:21.650602 PM",
,1028,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 7,First,25,30,=" 00:00:00.001127",="6/19/2014 2:59:21.651729 PM",
,1029,ACL Data,,,,,,,,,,0x000d,,First,37,42,=" 00:00:00.007585",="6/19/2014 2:59:21.659314 PM",
,1030,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 6,First,12,17,=" 00:00:00.001120",="6/19/2014 2:59:21.660434 PM",
,1031,Event,,,Number Of Completed Packets,,,,,,,0x000d,Available Host's ACL credits: 8,,5,8,=" 00:00:00.005140",="6/19/2014 2:59:21.665574 PM",
,1032,ACL Data,,,,,,,,,,0x000d,,First,12,17,=" 00:00:00.001963",="6/19/2014 2:59:21.667537 PM",
,1033,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 7,First,12,17,=" 00:00:00.002304",="6/19/2014 2:59:21.669841 PM",
,1034,ACL Data,,,,,,,,,,0x000d,,First,16,21,=" 00:00:00.005482",="6/19/2014 2:59:21.675323 PM",
,1035,ACL Data,,,,,,,,,,0x000d,,First,16,21,=" 00:00:00.003148",="6/19/2014 2:59:21.678471 PM",
,1036,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 6,First,16,21,=" 00:00:00.003674",="6/19/2014 2:59:21.682145 PM",
,1037,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 5,First,14,19,=" 00:00:00.003559",="6/19/2014 2:59:21.685704 PM",
,1038,Event,,,Number Of Completed Packets,,,,,,,0x000d,Available Host's ACL credits: 7,,5,8,=" 00:00:00.003176",="6/19/2014 2:59:21.688880 PM",
,1039,ACL Data,,,,,,,,,,0x000d,,First,18,23,=" 00:00:00.003396",="6/19/2014 2:59:21.692276 PM",
,1040,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 6,First,17,22,=" 00:00:00.001138",="6/19/2014 2:59:21.693414 PM",
,1041,Event,,,Number Of Completed Packets,,,,,,,0x000d,Available Host's ACL credits: 8,,5,8,=" 00:00:00.002865",="6/19/2014 2:59:21.696279 PM",
,1042,ACL Data,,,,,,,,,,0x000d,,First,18,23,=" 00:00:00.003720",="6/19/2014 2:59:21.699999 PM",
,1043,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 7,First,23,28,=" 00:00:00.001078",="6/19/2014 2:59:21.701077 PM",
,1044,ACL Data,,,,,,,,,,0x000d,,First,52,57,=" 00:00:00.005822",="6/19/2014 2:59:21.706899 PM",
,1045,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 6,First,25,30,=" 00:00:00.001052",="6/19/2014 2:59:21.707951 PM",
,1046,Event,,,Number Of Completed Packets,,,,,,,0x000d,Available Host's ACL credits: 8,,5,8,=" 00:00:00.003324",="6/19/2014 2:59:21.711275 PM",
,1047,ACL Data,,,,,,,,,,0x000d,,First,52,57,=" 00:00:00.004369",="6/19/2014 2:59:21.715644 PM",
,1048,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 7,First,25,30,=" 00:00:00.001075",="6/19/2014 2:59:21.716719 PM",
,1049,ACL Data,,,,,,,,,,0x000d,,First,52,57,=" 00:00:00.006877",="6/19/2014 2:59:21.723596 PM",
,1050,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 6,First,25,30,=" 00:00:00.001131",="6/19/2014 2:59:21.724727 PM",
,1051,Event,,,Number Of Completed Packets,,,,,,,0x000d,Available Host's ACL credits: 8,,5,8,=" 00:00:00.002961",="6/19/2014 2:59:21.727688 PM",
,1052,ACL Data,,,,,,,,,,0x000d,,First,52,57,=" 00:00:00.003122",="6/19/2014 2:59:21.730810 PM",
,1053,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 7,First,25,30,=" 00:00:00.001201",="6/19/2014 2:59:21.732011 PM",
,1054,ACL Data,,,,,,,,,,0x000d,,First,52,57,=" 00:00:00.006423",="6/19/2014 2:59:21.738434 PM",
,1055,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 6,First,25,30,=" 00:00:00.001182",="6/19/2014 2:59:21.739616 PM",
,1056,Event,,,Number Of Completed Packets,,,,,,,0x000d,Available Host's ACL credits: 8,,5,8,=" 00:00:00.003132",="6/19/2014 2:59:21.742748 PM",
,1057,ACL Data,,,,,,,,,,0x000d,,First,52,57,=" 00:00:00.003064",="6/19/2014 2:59:21.745812 PM",
,1058,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 7,First,25,30,=" 00:00:00.001174",="6/19/2014 2:59:21.746986 PM",
,1059,ACL Data,,,,,,,,,,0x000d,,First,52,57,=" 00:00:00.007133",="6/19/2014 2:59:21.754119 PM",
,1060,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 6,First,25,30,=" 00:00:00.002261",="6/19/2014 2:59:21.756380 PM",
,1061,Event,,,Number Of Completed Packets,,,,,,,0x000d,Available Host's ACL credits: 8,,5,8,=" 00:00:00.003073",="6/19/2014 2:59:21.759453 PM",
,1062,ACL Data,,,,,,,,,,0x000d,,First,52,57,=" 00:00:00.003166",="6/19/2014 2:59:21.762619 PM",
,1063,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 7,First,25,30,=" 00:00:00.002260",="6/19/2014 2:59:21.764879 PM",
,1064,ACL Data,,,,,,,,,,0x000d,,First,52,57,=" 00:00:00.009016",="6/19/2014 2:59:21.773895 PM",
,1065,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 6,First,25,30,=" 00:00:00.002239",="6/19/2014 2:59:21.776134 PM",
,1066,Event,,,Number Of Completed Packets,,,,,,,0x000d,Available Host's ACL credits: 8,,5,8,=" 00:00:00.003336",="6/19/2014 2:59:21.779470 PM",
,1067,ACL Data,,,,,,,,,,0x000d,,First,52,57,=" 00:00:00.005688",="6/19/2014 2:59:21.785158 PM",
,1068,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 7,First,25,30,=" 00:00:00.002264",="6/19/2014 2:59:21.787422 PM",
,1069,ACL Data,,,,,,,,,,0x000d,,First,52,57,=" 00:00:00.010247",="6/19/2014 2:59:21.797669 PM",
,1070,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 6,First,25,30,=" 00:00:00.002240",="6/19/2014 2:59:21.799909 PM",
,1071,Event,,,Number Of Completed Packets,,,,,,,0x000d,Available Host's ACL credits: 8,,5,8,=" 00:00:00.003369",="6/19/2014 2:59:21.803278 PM",
,1072,ACL Data,,,,,,,,,,0x000d,,First,52,57,=" 00:00:00.003068",="6/19/2014 2:59:21.806346 PM",
,1073,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 7,First,25,30,=" 00:00:00.002249",="6/19/2014 2:59:21.808595 PM",
,1074,ACL Data,,,,,,,,,,0x000d,,First,52,57,=" 00:00:00.006558",="6/19/2014 2:59:21.815153 PM",
,1075,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 6,First,25,30,=" 00:00:00.002264",="6/19/2014 2:59:21.817417 PM",
,1076,Event,,,Number Of Completed Packets,,,,,,,0x000d,Available Host's ACL credits: 8,,5,8,=" 00:00:00.004602",="6/19/2014 2:59:21.822019 PM",
,1077,ACL Data,,,,,,,,,,0x000d,,First,36,41,=" 00:00:00.003046",="6/19/2014 2:59:21.825065 PM",
,1078,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 7,First,12,17,=" 00:00:00.002298",="6/19/2014 2:59:21.827363 PM",
,1079,ACL Data,,,,,,,,,,0x000d,,First,12,17,=" 00:00:00.004673",="6/19/2014 2:59:21.832036 PM",
,1080,Command,0x0411,Authentication_Requested,,,,,,,,0x000d,,,2,6,=" 00:00:00.002294",="6/19/2014 2:59:21.834330 PM",
,1081,Event,0x0411,Authentication_Requested,Command Status,,,,,,Success,,,,4,7,=" 00:00:00.002072",="6/19/2014 2:59:21.836402 PM",
,1082,Event,,,Link Key Request,,,,,,,,,,6,9,=" 00:00:00.002057",="6/19/2014 2:59:21.838459 PM",
,1083,Command,0x040c,Link_Key_Request_Negative_Reply,,,,,,,,,,,6,10,=" 00:00:00.002228",="6/19/2014 2:59:21.840687 PM",
,1084,Event,0x040c,Link_Key_Request_Negative_Reply,Command Complete,,,,,,Success,,,,10,13,=" 00:00:00.002362",="6/19/2014 2:59:21.843049 PM",
,1085,Event,,,IO Capability Request,,,,,,,,,,6,9,=" 00:00:00.001948",="6/19/2014 2:59:21.844997 PM",
,1086,Command,0x042b,IO_Capability_Response,,,,,,,,,,,9,13,=" 00:00:00.002118",="6/19/2014 2:59:21.847115 PM",
,1087,Event,0x042b,IO_Capability_Response,Command Complete,,,,,,Success,,,,10,13,=" 00:00:00.001914",="6/19/2014 2:59:21.849029 PM",
,1088,Event,,,IO Capability Response,,,,,,,,,,9,12,=" 00:00:00.004623",="6/19/2014 2:59:21.853652 PM",
,1089,Event,,,Number Of Completed Packets,,,,,,,0x000d,Available Host's ACL credits: 8,,5,8,=" 00:00:00.276999",="6/19/2014 2:59:22.130651 PM",
,1090,Event,,,User Confirmation Request,,,,,,,,,,10,13,=" 00:00:00.009925",="6/19/2014 2:59:22.140576 PM",
,1091,Command,0x042c,User_Confirmation_Request_Reply,,,,,,,,,,,6,10,=" 00:00:00.018113",="6/19/2014 2:59:22.158689 PM",
,1092,Event,0x042c,User_Confirmation_Request_Reply,Command Complete,,,,,,Success,,,,10,13,=" 00:00:00.003520",="6/19/2014 2:59:22.162209 PM",
,1093,Event,,,Simple Pairing Complete,,,,,,Success,,,,7,10,=" 00:00:00.043345",="6/19/2014 2:59:22.205554 PM",
,1094,Event,,,Link Key Notification,,,,,,,,,,23,26,=" 00:00:00.037664",="6/19/2014 2:59:22.243218 PM",
,1095,Event,,,Authentication Complete,,,,,,Success,0x000d,,,3,6,=" 00:00:00.002972",="6/19/2014 2:59:22.246190 PM",
,1096,Command,0x0419,Remote_Name_Request,,,,,,,,,,,10,14,=" 00:00:00.002779",="6/19/2014 2:59:22.248969 PM",
,1097,Event,0x0419,Remote_Name_Request,Command Status,,,,,,Success,,,,4,7,=" 00:00:00.002616",="6/19/2014 2:59:22.251585 PM",
,1098,Command,0x0413,Set_Connection_Encryption,,,,,,,,0x000d,,,3,7,=" 00:00:00.002748",="6/19/2014 2:59:22.254333 PM",
,1099,Event,0x0413,Set_Connection_Encryption,Command Status,,,,,,Success,,,,4,7,=" 00:00:00.002372",="6/19/2014 2:59:22.256705 PM",
,1100,Event,,,Remote Name Request Complete,Bluetooth Mouse ,,,,,Success,,,,255,258,=" 00:00:00.002412",="6/19/2014 2:59:22.259117 PM",
,1101,ACL Data,,,,,,,,,,0x000d,Available Host's ACL credits: 7,First,12,17,=" 00:00:00.002834",="6/19/2014 2:59:22.261951 PM",
